(49.5954,-72.3013,747.3849)	(2.0945,-109.4846,762.1439)	(29.3439,-106.3261,757.1072)	(65.2831,-109.0067,757.9622)	(94.0699,-117.9594,764.8124)	(52.3410,-48.5911,762.5739)
(49.5954,-72.2976,747.3638)	(0.8362,-109.7842,762.1832)	(29.4797,-106.3261,757.1072)	(65.2831,-109.0067,757.9590)	(94.3683,-116.6741,766.7697)	(52.3447,-48.6023,764.5629)
(49.5954,-72.2903,747.3361)	(2.0945,-109.4846,762.1597)	(29.3439,-106.3261,757.1072)	(66.6011,-109.0067,757.9576)	(94.3758,-116.9396,766.8165)	(52.3447,-48.5948,764.5563)
(49.5954,-72.2903,747.3317)	(2.1573,-109.7805,762.1597)	(29.3403,-106.3261,755.1103)	(66.6011,-109.0067,757.9576)	(92.7397,-117.9669,764.8124)	(52.5315,-48.5948,764.5642)
(50.8980,-73.6023,747.3683)	(2.0945,-109.4846,762.1439)	(29.4797,-106.3261,757.1072)	(66.6011,-109.0030,757.9576)	(94.3758,-116.9396,766.8086)	(52.3410,-48.5911,764.5530)
(49.5954,-72.2976,747.3727)	(2.1573,-109.7805,762.1597)	(29.3439,-106.3261,757.1072)	(65.2831,-109.0067,757.9590)	(92.7360,-117.9594,764.7828)	(52.3447,-48.5948,764.5629)
(49.5954,-72.3013,747.3805)	(2.0945,-109.4846,760.1862)	(29.3439,-106.3261,757.1072)	(66.6011,-109.0067,757.9576)	(94.3720,-116.6741,766.7868)	(52.3447,-48.5948,762.5785)
(49.3971,-72.0996,745.3950)	(2.0945,-109.4846,760.1862)	(29.4797,-106.3261,757.1072)	(65.2831,-107.9747,757.9883)	(94.3720,-116.9396,766.8040)	(52.3447,-48.5948,762.5831)
(49.5954,-72.3013,747.3805)	(2.0982,-109.4846,762.1472)	(29.3439,-106.3261,757.1072)	(66.6047,-109.0104,757.9622)	(92.7360,-116.6346,764.8124)	(52.3410,-48.5911,762.5739)
(49.5954,-72.2976,747.3516)	(2.0945,-109.4846,762.1439)	(29.4797,-106.3261,757.1072)	(65.2831,-109.0067,757.9622)	(94.3720,-116.6346,766.8040)	(52.3447,-48.5948,762.5785)
(49.5991,-73.6023,747.3528)	(2.1573,-109.7805,762.1721)	(29.4797,-106.3261,757.1072)	(66.6011,-109.0067,757.9576)	(94.3795,-116.9396,766.8165)	(52.3410,-48.5911,762.5785)
(49.5954,-72.2976,747.3593)	(0.8362,-109.7842,762.1832)	(29.3439,-106.3261,757.1072)	(66.6011,-109.0030,757.9576)	(94.6742,-116.9434,766.8462)	(52.5389,-48.7267,764.5721)
(50.8980,-73.5987,747.3528)	(2.0945,-109.4846,762.1439)	(29.3439,-106.3261,757.1072)	(65.2831,-109.0067,757.9576)	(94.6742,-116.9434,768.7234)	(52.3447,-48.5948,764.5537)
(49.5954,-72.2976,747.3561)	(2.0982,-109.4846,762.1439)	(29.3439,-106.3261,757.1072)	(65.2831,-109.0030,757.9576)	(93.0310,-116.9396,766.7743)	(52.3410,-48.5836,762.5785)
(49.5954,-72.2976,747.3561)	(2.0908,-109.4846,760.1862)	(29.3439,-106.3261,757.1072)	(65.2831,-109.0067,757.9576)	(94.3683,-116.6346,766.7868)	(52.3410,-48.5911,762.5785)
(49.6982,-73.6060,747.3849)	(2.0982,-109.4846,762.1472)	(29.4797,-106.3261,757.1072)	(66.6047,-109.0179,757.9714)	(92.7360,-116.6346,764.8171)	(52.3447,-48.5985,762.5877)
(50.8980,-73.6023,747.3638)	(0.8362,-109.7842,762.1800)	(29.3439,-106.3261,757.1072)	(66.6011,-109.0067,757.9576)	(92.7323,-117.9594,764.7783)	(53.6696,-48.5948,764.5458)
(50.8943,-72.2976,747.3760)	(2.0945,-109.4846,762.1439)	(29.4797,-106.3261,757.1072)	(66.6047,-109.2946,759.9449)	(92.7323,-117.9632,764.7783)	(53.8636,-48.7230,764.5675)
(50.8943,-72.2976,747.3638)	(2.0945,-109.4846,762.1439)	(29.4797,-106.3261,757.1072)	(65.2831,-109.0067,757.9622)	(94.3720,-116.9396,766.8040)	(53.8599,-48.7230,764.5675)
(49.5954,-72.2903,747.3483)	(2.1573,-109.7805,762.1754)	(29.4797,-106.3261,757.1072)	(65.2831,-109.0104,757.9622)	(94.3758,-116.9396,766.8086)	(52.5389,-48.7267,764.5721)
(49.5991,-73.5987,747.3439)	(2.0945,-109.4846,760.1895)	(29.3439,-106.3261,755.1103)	(65.2831,-109.0067,757.9622)	(94.0736,-117.9594,764.8171)	(52.3447,-48.5948,762.5831)
(50.6926,-72.2903,747.3516)	(2.0945,-109.4846,760.1816)	(29.3439,-106.3261,755.1103)	(65.2831,-109.0067,757.9590)	(94.3720,-117.9669,766.7697)	(52.5389,-48.7155,764.5629)
(49.5954,-72.2976,747.3805)	(2.0945,-109.4846,762.1439)	(29.4797,-106.3261,757.1072)	(65.2831,-109.0067,757.9590)	(93.0347,-116.9396,766.7571)	(52.3447,-48.5948,762.5785)
(49.5954,-72.2976,747.3773)	(2.0945,-109.4846,762.1439)	(29.3439,-106.3261,757.1072)	(66.6011,-109.0067,757.9576)	(92.7323,-117.9594,764.7657)	(52.3447,-48.5948,762.5785)
(49.5954,-72.3013,747.3882)	(2.0945,-109.4846,762.1439)	(29.3439,-106.3261,757.1072)	(66.6011,-109.0030,757.9576)	(94.0736,-117.9594,764.8171)	(52.3447,-48.5948,762.5785)
(50.8980,-73.6023,747.3715)	(2.0982,-109.4846,762.1597)	(29.4797,-106.3261,757.1072)	(66.6011,-109.0067,757.9576)	(92.7360,-117.9594,764.7828)	(52.3410,-48.5911,762.5739)
(50.6926,-72.2903,747.3470)	(2.0982,-109.4846,762.1439)	(29.3439,-106.3261,757.1072)	(65.2831,-109.0067,757.9590)	(92.7397,-117.9669,764.8296)	(52.3410,-48.5948,762.5785)
(49.5954,-72.1032,747.3439)	(2.0871,-109.4846,760.1816)	(29.3439,-106.3261,755.1103)	(66.6011,-109.0030,757.9576)	(94.3758,-116.9396,766.8086)	(52.5352,-48.5948,764.5629)
(50.8943,-72.2939,747.3593)	(2.0982,-109.4846,762.1439)	(29.3439,-106.3261,757.1072)	(65.2831,-109.0104,757.9622)	(93.0310,-116.9396,766.7743)	(52.3373,-48.5911,762.5753)
(50.8943,-72.2976,747.3760)	(2.0982,-109.4846,762.1439)	(29.3439,-106.3261,757.1072)	(66.6011,-109.0067,757.9576)	(94.3683,-116.6741,766.7822)	(52.5315,-48.6023,764.5379)
(49.5954,-72.3013,747.3849)	(2.0982,-109.4846,762.1439)	(29.3439,-106.3261,757.1072)	(66.6084,-109.2946,759.9449)	(94.3683,-116.6346,766.7822)	(52.5389,-48.7267,764.5721)
(49.5954,-72.1032,745.4040)	(2.0908,-109.4846,760.1816)	(29.4797,-106.3261,757.1072)	(66.5974,-109.0067,757.9576)	(94.3720,-116.6741,766.7822)	(52.3447,-48.5948,762.5785)
(50.8980,-73.6902,748.3149)	(0.8362,-109.7842,762.1832)	(29.3403,-106.3224,757.1026)	(65.2868,-109.2983,757.9837)	(94.3720,-116.9396,766.7914)	(52.5315,-48.7267,764.5721)
(50.8943,-72.2939,747.3727)	(2.0945,-109.4846,762.1439)	(29.3439,-106.3261,757.1072)	(65.2868,-109.2983,759.9541)	(92.7397,-117.9669,764.8171)	(52.3447,-48.5911,764.5609)
(49.5954,-72.2939,747.3605)	(2.0982,-109.4846,762.1472)	(29.4833,-106.4704,757.1072)	(65.2831,-109.0030,757.9576)	(93.0310,-116.9434,766.7914)	(52.3447,-48.5911,764.5609)
(50.8943,-72.2939,747.3683)	(2.1610,-109.7805,762.1675)	(29.3439,-106.3261,757.1072)	(65.2831,-109.0067,757.9590)	(94.3758,-116.9396,766.8086)	(52.5389,-48.7267,764.5721)
(49.5954,-72.2976,747.3528)	(2.0945,-109.4846,762.1439)	(29.4797,-106.3261,757.1072)	(66.6011,-109.0067,757.9576)	(94.3758,-116.9396,766.8086)	(52.5426,-48.7267,764.5721)
(49.5954,-72.2976,747.3651)	(2.1573,-109.7805,762.1597)	(29.3439,-106.3261,757.1072)	(65.1721,-109.0067,757.9590)	(94.0736,-117.9594,764.8342)	(52.5426,-48.7267,764.5721)
(49.5954,-72.1032,747.3528)	(2.0908,-109.4846,760.1816)	(29.3439,-106.3261,757.1072)	(65.2831,-109.0067,757.9590)	(93.0310,-116.9396,764.8513)	(52.5426,-48.7267,764.5721)
(50.8980,-73.6023,747.3727)	(2.0945,-109.4846,760.1816)	(29.4797,-106.3261,757.1072)	(66.6011,-109.0067,757.9576)	(94.0736,-117.9594,764.8124)	(52.3447,-48.5985,764.5504)
(50.8943,-72.2976,747.3715)	(2.0945,-109.4846,762.1439)	(28.6370,-105.1502,757.1163)	(65.2831,-109.0067,757.9622)	(92.7360,-116.6346,764.8171)	(52.5315,-48.5948,764.5583)
(49.5954,-72.2976,747.3727)	(2.0982,-109.4846,762.1439)	(29.3439,-106.3261,757.1072)	(66.6011,-109.0067,757.9576)	(94.3720,-116.9396,766.8040)	(52.5426,-48.7267,764.5721)
(50.8943,-72.2939,747.3715)	(2.0945,-109.4846,762.1439)	(29.3476,-106.3261,757.1072)	(65.2831,-109.0067,757.9590)	(94.3758,-116.9396,766.8086)	(52.5426,-48.7267,764.5721)
(50.8980,-73.5987,747.3452)	(2.0945,-109.4846,762.1439)	(29.3439,-106.3261,757.1072)	(66.6047,-109.0104,757.9622)	(94.0736,-117.9594,764.8171)	(53.8710,-48.7230,764.5721)
(50.6926,-72.0996,747.3439)	(2.1573,-109.7805,762.1597)	(29.3439,-106.3261,757.1026)	(66.5974,-109.0067,757.9576)	(94.3758,-116.9396,766.8040)	(53.8710,-48.7230,764.5675)
(52.1932,-72.2939,747.3651)	(2.1573,-109.7805,762.1675)	(29.4797,-106.3261,757.1072)	(66.6011,-109.0067,757.9576)	(94.3683,-116.9396,766.7993)	(53.8710,-48.7230,764.5675)
(52.1969,-73.5950,747.3516)	(3.4159,-109.4809,760.1770)	(30.6532,-106.3187,755.1103)	(66.6011,-109.0067,757.9576)	(94.0736,-117.9594,764.8296)	(53.8636,-48.7192,764.5629)
(52.1932,-72.2939,747.3715)	(2.1573,-109.7805,762.1675)	(29.8226,-105.1465,757.1117)	(66.6011,-109.0067,757.9576)	(95.7056,-116.6741,766.8165)	(53.8636,-48.7230,764.5675)
(52.1969,-73.5987,747.3670)	(2.1573,-109.7805,762.1675)	(30.6569,-106.3224,757.1026)	(66.6011,-109.0067,757.9576)	(95.4074,-117.9632,766.7868)	(55.1957,-48.7192,764.5629)
(52.1932,-72.2903,747.3470)	(3.4196,-109.4809,760.1770)	(30.6569,-106.3224,757.1026)	(67.9190,-109.0030,757.9576)	(95.4037,-117.9557,764.8124)	(55.2031,-48.7192,764.5675)
(53.4958,-73.5950,747.3426)	(4.7263,-109.4772,760.1692)	(31.9625,-106.3187,755.1025)	(67.9190,-110.3195,757.9407)	(95.7131,-117.9632,766.7571)	(56.5315,-48.7230,765.5369)
(53.4921,-72.2866,747.3394)	(4.7300,-109.4772,760.1692)	(31.9625,-106.3187,755.1012)	(67.9190,-109.0030,757.9576)	(95.7131,-117.9632,766.7697)	(56.5278,-48.7192,764.5629)
(54.7910,-72.2903,747.3837)	(4.7300,-109.4772,760.1692)	(31.9625,-106.3187,755.1012)	(69.2370,-109.0067,757.9576)	(96.0149,-118.0221,768.7485)	(56.5278,-48.7192,764.5629)
(54.7947,-73.5913,747.3792)	(4.7300,-109.4772,760.1692)	(31.9625,-106.3187,755.1012)	(69.2370,-109.2909,759.9404)	(95.7093,-118.0183,766.7993)	(56.5278,-48.7192,764.5662)
(54.7947,-73.5913,747.3516)	(4.7263,-109.4772,760.1378)	(31.9625,-106.3187,755.1025)	(69.2444,-109.2946,759.9449)	(95.7093,-118.0183,766.7993)	(57.8561,-48.7192,764.5629)
(56.0935,-73.5877,748.3001)	(5.9745,-107.8575,758.1832)	(33.2718,-106.3150,757.0935)	(69.4804,-109.2946,759.9449)	(96.0112,-118.2717,768.7313)	(57.8598,-48.7117,764.5537)
(56.0935,-73.5840,747.3548)	(5.9782,-107.8575,760.1692)	(33.2645,-106.0263,755.0967)	(70.5624,-109.2909,759.9404)	(96.0112,-118.0183,768.7313)	(57.8598,-47.4435,764.5662)
(57.3924,-73.5840,748.2956)	(6.0441,-108.1498,760.1738)	(33.2681,-106.3150,755.0967)	(70.8019,-109.2909,759.9404)	(97.0540,-119.3624,768.7313)	(57.9490,-47.4472,765.5310)
(57.3924,-73.5840,747.3670)	(6.0441,-108.1498,760.1738)	(34.5738,-106.0226,755.0876)	(70.5587,-109.2909,759.9404)	(95.7131,-118.0183,766.7993)	(57.8598,-48.7005,764.5458)
(57.3924,-73.5840,747.3670)	(6.0441,-108.1498,760.1738)	(32.4655,-105.1391,755.1149)	(70.5587,-110.3232,757.9407)	(97.0503,-119.3624,766.7993)	(59.2828,-47.4472,765.5297)
(57.3924,-73.5840,747.3535)	(6.0441,-108.1498,760.1613)	(33.6371,-104.9928,755.1012)	(70.5624,-110.3195,757.9362)	(97.3594,-118.2717,768.8080)	(59.2828,-47.4435,764.5458)
(57.3888,-72.2793,747.3612)	(6.0441,-108.1498,760.1724)	(33.7832,-104.9928,755.1012)	(70.5624,-109.2946,759.9449)	(97.3594,-118.2754,768.8206)	(59.1882,-47.4435,764.5412)
(58.6877,-72.2793,747.3779)	(7.2888,-107.8538,758.1754)	(33.7832,-104.9928,755.1012)	(71.8803,-110.3195,757.9362)	(97.0466,-119.2917,766.7697)	(59.1808,-47.4322,764.5412)
(58.8026,-73.6719,748.2866)	(7.2888,-107.8538,758.1754)	(33.7868,-104.9928,755.1012)	(71.8803,-109.2909,759.9404)	(98.8602,-119.3624,769.7419)	(59.1845,-47.4397,764.5412)
(58.6877,-72.2793,747.3612)	(7.2888,-107.8538,758.1786)	(34.7271,-104.9891,755.0967)	(71.8803,-110.3195,757.9362)	(97.0466,-119.2917,766.7822)	(59.1882,-47.4435,764.5412)
(60.1033,-73.6682,748.2911)	(8.5994,-107.8501,758.1708)	(34.9551,-106.0189,755.0830)	(73.4521,-110.6108,759.9234)	(98.8565,-119.3624,769.7121)	(61.8375,-47.4322,764.5353)
(60.1033,-73.6682,748.2911)	(8.5994,-107.8501,758.1708)	(35.1083,-106.0189,753.0875)	(72.1233,-110.6034,759.8927)	(98.7002,-119.3624,768.7439)	(61.8413,-47.3811,764.5307)
(61.4003,-72.2720,748.2943)	(8.5994,-107.8501,758.1676)	(34.8840,-105.1317,755.1058)	(73.4558,-110.6108,759.9234)	(98.7039,-119.3624,768.7909)	(61.8450,-47.4397,764.5399)
(61.4039,-73.5767,748.3021)	(8.5994,-107.8501,758.1676)	(36.1965,-106.0152,753.0830)	(73.4558,-110.6145,759.9280)	(98.7039,-119.3624,768.7909)	(61.8450,-47.4397,764.5537)
(59.9866,-72.2720,747.3567)	(8.5994,-107.8501,758.1708)	(36.0398,-104.9854,753.0920)	(73.4558,-110.6145,759.9280)	(98.6965,-119.3624,768.7439)	(61.8413,-47.4322,764.5353)
(61.4039,-73.5767,748.2699)	(9.8829,-107.7002,757.1755)	(36.0398,-104.9854,755.0830)	(73.4484,-110.6034,759.9142)	(98.7002,-119.3624,768.7909)	(63.1696,-47.4285,764.5478)
(61.2964,-73.5767,747.3413)	(9.8792,-106.5262,758.1676)	(35.8868,-104.9817,755.0830)	(73.4558,-110.6145,759.9280)	(100.5188,-119.6746,771.7332)	(63.2732,-47.4435,765.5034)
(62.7045,-73.6646,748.2898)	(11.1991,-107.8426,758.1604)	(37.1178,-103.8115,753.0875)	(73.7059,-110.9021,759.9620)	(98.7039,-120.7104,768.7611)	(64.6032,-48.7533,765.4612)
(62.5880,-73.5694,748.2731)	(10.0920,-106.5225,758.1663)	(37.1178,-103.8115,753.0875)	(75.0346,-110.9021,761.9060)	(100.5188,-120.7066,771.6861)	(64.6107,-48.7608,765.5297)
(63.9942,-73.5657,748.2776)	(11.1083,-107.6965,757.1631)	(37.1961,-103.8115,755.0817)	(75.0346,-110.9021,761.9060)	(100.5188,-121.0260,771.6907)	(64.6069,-48.7570,765.5251)
(64.0051,-72.7502,748.3098)	(11.1083,-107.6965,757.1619)	(37.1924,-104.9891,753.0752)	(75.0346,-110.9021,761.9060)	(100.2065,-120.7066,769.7419)	(65.8338,-50.0274,765.4863)
(64.0051,-72.7502,748.2930)	(11.1046,-106.3781,757.1710)	(37.1178,-103.8115,753.0875)	(76.3558,-110.8947,761.9014)	(100.5188,-120.7066,769.7843)	(65.9408,-48.7533,765.5251)
(64.0051,-72.7502,748.2776)	(11.1046,-106.3781,757.1710)	(37.5910,-103.8115,753.0817)	(76.3595,-110.8947,761.9014)	(101.8648,-121.1819,771.7286)	(67.2709,-50.0819,765.5034)
(63.8869,-72.7465,747.3477)	(12.4174,-106.3743,757.1664)	(37.5910,-104.9854,753.0726)	(76.3595,-110.8984,761.9060)	(102.1880,-121.1819,771.7584)	(67.2709,-48.7533,765.5159)
(64.0051,-72.7465,748.2898)	(12.4137,-106.3743,757.1631)	(37.5910,-103.8115,753.0817)	(76.3632,-110.9021,761.9323)	(101.8648,-121.1819,771.7159)	(67.2746,-50.0856,765.5080)
(65.3057,-72.5486,748.2731)	(12.3267,-106.3743,757.1599)	(37.5910,-103.8115,753.0817)	(76.3595,-110.8984,761.9060)	(101.8648,-121.1819,771.7458)	(67.2672,-48.7533,765.5205)
(65.3057,-72.5486,748.2731)	(12.5496,-106.3706,755.1661)	(37.5910,-103.8115,753.0817)	(77.9486,-111.1859,763.8807)	(101.8685,-121.0222,771.7286)	(67.2709,-48.7533,765.5251)
(65.3057,-72.5486,748.2930)	(12.6476,-106.3706,757.1553)	(38.9053,-103.8115,753.0771)	(77.6844,-111.9307,759.9064)	(101.8648,-121.0222,771.7159)	(68.6010,-50.0781,765.4988)
(66.6064,-72.5449,748.2763)	(12.6476,-106.3706,757.1553)	(38.9090,-103.8115,753.0830)	(77.6881,-110.8947,761.9014)	(101.8648,-121.1819,771.6987)	(68.6010,-50.0744,765.4941)
(66.6064,-72.5449,748.3008)	(12.5496,-106.3706,757.1553)	(38.9053,-103.8115,753.0817)	(77.6881,-111.1934,763.8978)	(103.5412,-121.4975,773.6946)	(69.9386,-50.0856,765.5205)
(68.1539,-72.5486,750.2690)	(13.7301,-105.1986,755.1558)	(38.9053,-103.8115,753.0771)	(77.9486,-112.2180,761.8674)	(103.5337,-121.4975,773.6726)	(69.9348,-50.0856,765.5205)
(67.9070,-72.5449,750.2523)	(12.5533,-106.3706,757.1553)	(40.2233,-103.6669,753.0726)	(78.0826,-112.2255,761.8719)	(103.5374,-121.4975,773.6946)	(69.9311,-48.7533,765.5330)
(67.9070,-72.5449,748.3252)	(13.7338,-105.1986,755.1558)	(40.2233,-104.6780,755.0525)	(77.9523,-112.2218,761.8674)	(103.5374,-122.8541,773.6473)	(69.9348,-50.0744,765.4941)
(67.9070,-72.5413,748.2963)	(13.8242,-105.1986,755.1558)	(40.2233,-103.6669,753.0771)	(77.9486,-111.9233,759.8973)	(103.5374,-121.4975,773.6899)	(69.9348,-50.0744,765.4941)
(69.2113,-73.6536,748.2718)	(13.7301,-105.1986,755.1558)	(40.2233,-103.6669,753.0771)	(77.9486,-110.8947,761.9106)	(103.5337,-121.1781,771.7711)	(71.2650,-50.0744,765.4941)
(69.2077,-72.5376,748.3040)	(13.7338,-105.0559,755.1570)	(40.2233,-103.6669,753.0771)	(77.9486,-111.9158,759.8881)	(104.8832,-123.3987,773.6899)	(71.2650,-50.0744,765.4941)
(69.2077,-72.5376,748.3008)	(13.7338,-105.1986,755.1558)	(40.2233,-103.6669,753.0771)	(77.9486,-111.9196,759.8927)	(104.8907,-123.3987,773.6899)	(71.2687,-50.0781,765.5113)
(69.2113,-73.6462,748.2673)	(13.8206,-105.7820,755.1570)	(40.2233,-103.6669,753.0771)	(77.9486,-111.9196,759.8927)	(104.8982,-123.3987,773.6899)	(71.2650,-50.0744,765.5021)
(71.8089,-73.6462,748.3239)	(15.0356,-105.0522,755.1447)	(41.5449,-104.6928,755.0603)	(79.2807,-111.6227,761.8628)	(104.8907,-123.3987,773.6726)	(72.5987,-50.0744,765.5113)
(70.5119,-74.9527,748.2872)	(15.0392,-105.1948,755.1447)	(41.5412,-104.6928,755.0603)	(79.0130,-111.6265,761.8457)	(104.8832,-123.3987,773.6726)	(72.5987,-50.0744,765.5113)
(71.8089,-73.6462,750.2188)	(15.2831,-103.8709,755.1525)	(41.5412,-104.6780,753.0726)	(78.7416,-111.6265,759.9051)	(104.8907,-123.3987,773.6726)	(73.9326,-50.0744,765.5284)
(73.3703,-73.8365,750.2587)	(16.2510,-105.0485,753.1588)	(42.8629,-104.6780,755.0603)	(80.6127,-111.6265,761.8844)	(104.8907,-123.3987,773.6426)	(74.1748,-50.1983,767.4439)
(71.8125,-74.9417,748.2583)	(16.2436,-104.7632,753.1497)	(42.8629,-104.9594,755.0603)	(80.6127,-111.6265,761.8844)	(106.5737,-123.7213,775.6985)	(73.9289,-50.0706,765.5067)
(73.1095,-73.6426,750.2388)	(15.2831,-103.8747,755.1525)	(42.8592,-104.6817,753.0681)	(80.6127,-111.6265,761.8844)	(106.5737,-123.7213,775.6337)	(75.5084,-50.1946,767.4611)
(73.1095,-73.6426,748.3194)	(16.6045,-103.8709,753.1542)	(44.1772,-104.6743,753.0635)	(80.7428,-111.6265,763.8545)	(106.5737,-123.7213,775.6418)	(75.2627,-50.0706,767.4393)
(73.3739,-75.1428,750.2310)	(16.4999,-103.8709,753.1588)	(44.1772,-104.6817,753.0681)	(80.6127,-111.6265,763.8420)	(106.2439,-124.7429,773.7025)	(75.2627,-50.0669,765.5067)
(74.6780,-75.1428,750.2587)	(16.6045,-103.8709,753.1588)	(44.1772,-104.9520,755.0466)	(81.9448,-112.9623,763.8420)	(106.5737,-123.7213,775.6812)	(75.2627,-50.0706,767.4393)
(74.6780,-75.1465,750.2510)	(16.5035,-103.8747,755.1401)	(44.1772,-104.6854,753.0726)	(82.0766,-111.6265,763.8762)	(107.9267,-124.8443,775.6464)	(76.5928,-51.3992,765.5270)
(74.6780,-75.1428,750.2388)	(16.6045,-103.8747,753.1620)	(44.1772,-104.9520,753.0726)	(81.9411,-111.6265,763.8499)	(108.0971,-125.2338,776.6270)	(76.5928,-50.0669,767.4518)
(76.2498,-75.3438,752.2191)	(16.4999,-103.8709,753.1542)	(44.1772,-104.6854,755.0466)	(82.0729,-111.6265,763.8762)	(107.9305,-125.0689,775.6985)	(76.5928,-51.3992,765.5067)
(76.2498,-75.3438,752.2269)	(17.8178,-104.4594,753.1510)	(44.1772,-104.6854,753.0726)	(81.9448,-112.6638,763.8328)	(106.2476,-124.7467,773.7072)	(76.8494,-50.1946,767.4736)
